Glue: 1425,Page,URL Sections (21),Page Types (18),Page Type Variations (127),Levels (9),Normalized URL (without en),Level Match From Header/Footer
https://www.rbccm.com/en/citizenship/story.page?dcr=templatedata/article/citizenship/data/2023/08/sydney_welcomes_rbc_race_for_the_kids_with_blue_skies_and_sunshine,Sydney welcomes RBC Race for the Kids with blue skies and sunshine,citizenship/,Article page,Global Impact Stories,9,https://www.rbccm.com/citizenship/story.page?dcr=templatedata/article/citizenship/data/2023/08/sydney_welcomes_rbc_race_for_the_kids_with_blue_skies_and_sunshine,No match
https://www.rbccm.com/en/citizenship/story.page?dcr=templatedata/article/citizenship/data/2023/10/over_6_million_raised_for_hundreds_of_charities_at_rbcs_running_weekend_in_london,Over £6 Million Raised for Charity at RBC’s Running Weekend in London,citizenship/,Article page,Global Impact Stories,9,https://www.rbccm.com/citizenship/story.page?dcr=templatedata/article/citizenship/data/2023/10/over_6_million_raised_for_hundreds_of_charities_at_rbcs_running_weekend_in_london,No match
https://www.rbccm.com/en/conference/energy-and-power-conference.page,Global Energy & Power Executive Conference,conference/,Event page,Conference,3,https://www.rbccm.com/conference/energy-and-power-conference.page,No match
https://www.rbccm.com/en/conference/financial-institutions.page,"Global Financial Institutions
 Conference",conference/,Event page,Conference,3,https://www.rbccm.com/conference/financial-institutions.page,No match
https://www.rbccm.com/en/conference/global-healthcare-conference.page,Global Healthcare Conference,conference/,Event page,Conference,3,https://www.rbccm.com/conference/global-healthcare-conference.page,No match
https://www.rbccm.com/en/conference/global-healthcare/2022.page,Global Healthcare Conference 2022,conference/,Event page,Conference,4,https://www.rbccm.com/conference/global-healthcare/2022.page,No match
https://www.rbccm.com/en/conference/global-healthcare/2023.page,Global Healthcare Conference 2023,conference/,Event page,Conference,4,https://www.rbccm.com/conference/global-healthcare/2023.page,No match
https://www.rbccm.com/en/conference/global-healthcare/2024.page,Global Healthcare Conference,conference/,Event page,Conference,4,https://www.rbccm.com/conference/global-healthcare/2024.page,No match
https://www.rbccm.com/en/conference/timt-conference.page,"Global Technology, Internet, Media and Telecommunications Conference",conference/,Event page,Conference,3,https://www.rbccm.com/conference/timt-conference.page,No match
https://www.rbccm.com/en/europe-best-execution-reports.page,RBCCM Europe Best Execution Reports,en/,Information page,Policies and Disclaimers,2,https://www.rbccm.com/europe-best-execution-reports.page,No match
https://www.rbccm.com/en/expertise.page,Expertise,en/,Section landing page,Expertise,2,https://www.rbccm.com/expertise.page,No match
https://www.rbccm.com/en/expertise/commodities.page,Commodities,expertise/,Service page,Commodities,3,https://www.rbccm.com/expertise/commodities.page,No match
https://www.rbccm.com/en/expertise/commodities/agriculture.page,Agriculture,expertise/,Service page,Agriculture,4,https://www.rbccm.com/expertise/commodities/agriculture.page,No match
https://www.rbccm.com/en/expertise/commodities/emissions.page,Emissions,expertise/,Service page,Emissions,4,https://www.rbccm.com/expertise/commodities/emissions.page,No match
https://www.rbccm.com/en/expertise/commodities/energy.page,Energy,expertise/,Service page,Energy,4,https://www.rbccm.com/expertise/commodities/energy.page,No match
https://www.rbccm.com/en/expertise/commodities/investor-solutions.page,Investor Solutions & Structured Products,expertise/,Service page,Investor Solutions & Structured Products,4,https://www.rbccm.com/expertise/commodities/investor-solutions.page,No match
https://www.rbccm.com/en/expertise/commodities/metals.page,Metals,expertise/,Service page,Metals,4,https://www.rbccm.com/expertise/commodities/metals.page,No match
https://www.rbccm.com/en/expertise/commodities/power.page,Power,expertise/,Service page,Power,4,https://www.rbccm.com/expertise/commodities/power.page,No match
https://www.rbccm.com/en/expertise/corporate-banking/asset-based-lending.page,Asset Based Lending,expertise/,Service page,Asset Based Lending,4,https://www.rbccm.com/expertise/corporate-banking/asset-based-lending.page,No match
https://www.rbccm.com/en/expertise/debt-origination.page,Debt Origination,expertise/,Service page,Debt Orgination,3,https://www.rbccm.com/expertise/debt-origination.page,No match
https://www.rbccm.com/en/expertise/debt-origination/debt-capital-markets.page,Debt Capital Markets,expertise/,Service page,Debt Capital Markets,4,https://www.rbccm.com/expertise/debt-origination/debt-capital-markets.page,No match
https://www.rbccm.com/en/expertise/debt-origination/securitization.page,Securitization,expertise/,Service page,Securitization,4,https://www.rbccm.com/expertise/debt-origination/securitization.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/ai-trading.page,Aiden,expertise/,Product page,Aiden,4,https://www.rbccm.com/expertise/electronic-trading/ai-trading.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/aiden/arrival.page,Aiden Arrival: Intelligant Arrival Price Executions,expertise/,Product page,Aiden,5,https://www.rbccm.com/expertise/electronic-trading/aiden/arrival.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/aiden/from-the-whiteboard.page,From the Whiteboard to the Real World,expertise/,Article page,Aiden,5,https://www.rbccm.com/expertise/electronic-trading/aiden/from-the-whiteboard.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/aiden/vwap.page,Aiden VWAP: Solving for VWAP with Advanced AI,expertise/,Product page,Aiden,5,https://www.rbccm.com/expertise/electronic-trading/aiden/vwap.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/equities.page,Electronic Trading: Equities,expertise/,Service page,Electronic Trading,4,https://www.rbccm.com/expertise/electronic-trading/equities.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/fixed-income.page,Electronic Trading: Fixed Income,expertise/,Service page,Electronic Trading,4,https://www.rbccm.com/expertise/electronic-trading/fixed-income.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/foreign-exchange.page,Electronic Trading: Foreign Exchange,expertise/,Service page,Electronic Trading,4,https://www.rbccm.com/expertise/electronic-trading/foreign-exchange.page,No match
https://www.rbccm.com/en/expertise/electronic-trading/futures.page,Electronic Trading: Futures,expertise/,Service page,Electronic Trading,4,https://www.rbccm.com/expertise/electronic-trading/futures.page,No match
https://www.rbccm.com/en/expertise/elements/index,Elements,expertise/,Product page,RBC Elements,4,https://www.rbccm.com/expertise/elements/index,No match
https://www.rbccm.com/en/expertise/elements/index.page,RBC Elements,expertise/,Product Page,RBC Elements,4,https://www.rbccm.com/expertise/elements/index.page,Match: 3
https://www.rbccm.com/en/expertise/energy-transition.page,Energy Transition,expertise/,Service page,Energy Transition,3,https://www.rbccm.com/expertise/energy-transition.page,Match: 2
https://www.rbccm.com/en/expertise/equities.page,Equities,expertise/,Service page,Equities,3,https://www.rbccm.com/expertise/equities.page,No match
https://www.rbccm.com/en/expertise/equity-linked-products.page,Equity Linked Products,expertise/,Service page,Equity Linked Products,3,https://www.rbccm.com/expertise/equity-linked-products.page,No match
https://www.rbccm.com/en/expertise/fixed-income.page,Fixed Income,expertise/,Service page,Fixed Income,3,https://www.rbccm.com/expertise/fixed-income.page,No match
https://www.rbccm.com/en/expertise/fixed-income/credit.page,Credit,expertise/,Service page,Credit,4,https://www.rbccm.com/expertise/fixed-income/credit.page,No match
https://www.rbccm.com/en/expertise/fixed-income/futures.page,Futures,expertise/,Service page,Futures,4,https://www.rbccm.com/expertise/fixed-income/futures.page,No match
https://www.rbccm.com/en/expertise/fixed-income/notes-canada.page,RBC Fixed Income Notes - Canada,expertise/,Service page,Fixed Income,4,https://www.rbccm.com/expertise/fixed-income/notes-canada.page,No match
https://www.rbccm.com/en/expertise/fixed-income/notes-us.page,RBC Fixed Income Notes - US,expertise/,Service page,Fixed Income,4,https://www.rbccm.com/expertise/fixed-income/notes-us.page,No match
https://www.rbccm.com/en/expertise/fixed-income/rates.page,Rates,expertise/,Service page,Rates,4,https://www.rbccm.com/expertise/fixed-income/rates.page,No match
https://www.rbccm.com/en/expertise/fixed-income/us-municipal-markets.page,US Municipal Markets,expertise/,Service page,US Municipal Markets,4,https://www.rbccm.com/expertise/fixed-income/us-municipal-markets.page,No match
https://www.rbccm.com/en/expertise/foreign-exchange.page,Foreign Exchange,expertise/,Service page,Foreign Exchange,3,https://www.rbccm.com/expertise/foreign-exchange.page,No match
https://www.rbccm.com/en/expertise/global-etf-services.page,Global ETF Services,expertise/,Service page,Global ETF Services,3,https://www.rbccm.com/expertise/global-etf-services.page,No match
https://www.rbccm.com/en/expertise/global-markets.page,Global Markets,expertise/,Service page,Global Markets,3,https://www.rbccm.com/expertise/global-markets.page,Match: 2
https://www.rbccm.com/en/expertise/global-markets/partner-of-choice.page,Partner of Choice,expertise/,Service page,Partner of Choice,4,https://www.rbccm.com/expertise/global-markets/partner-of-choice.page,No match
https://www.rbccm.com/en/expertise/prime-brokerage.page,Prime Brokerage,expertise/,Service page,Prime Brokerage,3,https://www.rbccm.com/expertise/prime-brokerage.page,No match
https://www.rbccm.com/en/expertise/rbc-capital-partners.page,RBC Capital Partners,expertise/,Service page,RBC Capital Partners,3,https://www.rbccm.com/expertise/rbc-capital-partners.page,No match
https://www.rbccm.com/en/expertise/rbcclear,RBC Clear,expertise/,Product page,RBC Clear,3,https://www.rbccm.com/expertise/rbcclear,No match
https://www.rbccm.com/en/expertise/rbcclear.page,RBC Clear,expertise/,Podcast page,RBC Clear,3,https://www.rbccm.com/expertise/rbcclear.page,Match: 2
https://www.rbccm.com/en/expertise/rbcclear/insights,RBC Clear Insights,expertise/,Product Page,RBC Clear,4,https://www.rbccm.com/expertise/rbcclear/insights,No match
https://www.rbccm.com/en/expertise/rbcclear/resources,RBC Clear Resources,expertise/,Product Page,RBC Clear,4,https://www.rbccm.com/expertise/rbcclear/resources,No match
https://www.rbccm.com/en/expertise/rbcclear/treasurers-club,RBC Club Treasurer's Club,expertise/,Product Page,RBC Clear,4,https://www.rbccm.com/expertise/rbcclear/treasurers-club,No match
https://www.rbccm.com/en/expertise/study.page,Study,expertise/,Service page,Study,3,https://www.rbccm.com/expertise/study.page,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/04/smuckers_sets_the_table_for_strategic_growth,The J.M. Smucker Co. Sets the Table for Strategic Growth With $5.6bn Hostess Brands Acquisition,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/04/smuckers_sets_the_table_for_strategic_growth,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/06/366bn_sale_of_energy_harbor_to_vistra_powers_a_leading_zero-carbon_energy_platform,$6.8bn sale of Energy Harbor to Vistra powers a leading zero-carbon energy platform,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/06/366bn_sale_of_energy_harbor_to_vistra_powers_a_leading_zero-carbon_energy_platform,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/06/apollos_650mn_all-cash_offer_to_the_restaurant_group,Apollo’s $650mn All-Cash Offer to The Restaurant Group,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/06/apollos_650mn_all-cash_offer_to_the_restaurant_group,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/07/ppl-capital-funding-issues,PPL Capital Funding issues $900m award-winning convertible bond with RBC Capital Markets as Joint Bookrunner,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/07/ppl-capital-funding-issues,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/08/mfgs_acquisition_of_morrisons_forecourts_fuels_long_term_strategic_partnership,MFG’s £2.5bn Acquisition of Morrisons forecourts fuels long-term strategic partnership,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/08/mfgs_acquisition_of_morrisons_forecourts_fuels_long_term_strategic_partnership,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/09/maple_leaf_foods_reimagines_its_structure_to_unlock_value_and_drive_growth,Maple Leaf Foods reimagines its structure to unlock value and drive growth,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/09/maple_leaf_foods_reimagines_its_structure_to_unlock_value_and_drive_growth,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/10/historic_418m_energy-as-a-service_eaas_partnership_forged_between_adventist_health_and_bernhard,Historic $418M Energy-as-a-Service (EaaS) partnership forged between Adventist Health and Bernhard,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/10/historic_418m_energy-as-a-service_eaas_partnership_forged_between_adventist_health_and_bernhard,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/11/unitedhealth-group-maximizes,UnitedHealth Group maximizes market momentum to achieve landmark $12 billion offering,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2024/11/unitedhealth-group-maximizes,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/02/nuvei-taken-private-by-advent-international,"Nuvei taken private by Advent International, alongside Phil Fayer, Novacap, and CDPQ, in a US$6.3B all-cash deal",expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/02/nuvei-taken-private-by-advent-international,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/04/ibm_acquisition_aims_to_create_comprehensive,IBM Acquisition Aims to Create Comprehensive End-to-End Hybrid Cloud Platform,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/04/ibm_acquisition_aims_to_create_comprehensive,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/05/ardian_lands_hub_airport_acquisition,Ardian Lands Hub Airport Acquisition,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/05/ardian_lands_hub_airport_acquisition,No match
https://www.rbccm.com/en/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/05/rbc_capital_markets_advises_cip_on_sale_of_50_stake,RBC Capital Markets Advises CIP on Sale of 50% Stake in Europe’s Largest BESS Project to AXA IM Alts,expertise/,Transaction page,Case study,9,https://www.rbccm.com/expertise/study.page?dcr=templatedata/rbccm/casestudy/data/2025/05/rbc_capital_markets_advises_cip_on_sale_of_50_stake,No match
https://www.rbccm.com/en/expertise/sustainable-finance.page,Sustainable Finance,expertise/,Service page,Sustainable Finance,3,https://www.rbccm.com/expertise/sustainable-finance.page,Match: 2
https://www.rbccm.com/en/expertise/transactions.page,Transactions,expertise/,Transaction page,Transactions,3,https://www.rbccm.com/expertise/transactions.page,Match: 2
https://www.rbccm.com/en/expertise/transactions/deal.page,N/A,expertise/,Transaction page,Transaction,4,https://www.rbccm.com/expertise/transactions/deal.page,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2022/11/rbccm_acts_as_sole_financial_advisor_to_ratch-australia_corporation_on_its_a36495_million_green_loan_portfolio_refinancing,RATCH-Australia refinances green loan portfolio,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2022/11/rbccm_acts_as_sole_financial_advisor_to_ratch-australia_corporation_on_its_a36495_million_green_loan_portfolio_refinancing,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2022/12/cameco_and_brookfield_renewable_partners,Brookfield sale of Westinghouse to Brookfield Renewable Partners and Cameco,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2022/12/cameco_and_brookfield_renewable_partners,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2024/12/novolex_announces_take_private_of_pactiv_evergreen,Novolex announced take-private of Pactiv Evergreen,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2024/12/novolex_announces_take_private_of_pactiv_evergreen,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/02/sale_of_aviation_facilities_company_to_ardian,Sale of Aviation Facilities Company to Ardian,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/02/sale_of_aviation_facilities_company_to_ardian,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/bci_to_acquire_bbgi_global_infrastructure,BCI to acquire BBGI Global Infrastructure,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/bci_to_acquire_bbgi_global_infrastructure,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/diamond_deal_tile,Diamondback Energy completes acquisition of Double Eagle,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/diamond_deal_tile,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/heathrow_completes_sustainability_linked_bond,Heathrow completes sustainability linked bond,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/heathrow_completes_sustainability_linked_bond,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/rio_tinto_executed_a_369bn_senior_unsecured,Rio Tinto completed senior unsecured transaction,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/rio_tinto_executed_a_369bn_senior_unsecured,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/silver_lake_acquires_endeavor,Silver Lake completes acquisition of Endeavor,expertise/,Transaction page,Transaction,10,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata/rbccm/deals/data/2025/04/silver_lake_acquires_endeavor,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata%2frbccm%2fdeals%2fdata%2f2024%2f11%2fadvent_international_acquired_nuvei_corp,Advent International acquired Nuvei Corp,expertise/,Transaction page,Transaction,4,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata%2frbccm%2fdeals%2fdata%2f2024%2f11%2fadvent_international_acquired_nuvei_corp,No match
https://www.rbccm.com/en/expertise/transactions/deal.page?dcr=templatedata%2Frbccm%2Fdeals%2Fdata%2F2024%2F11%2Fadvent_international_acquired_nuvei_corp,Advent International acquired Nuvei Corp,expertise/,Transaction page,Transaction,4,https://www.rbccm.com/expertise/transactions/deal.page?dcr=templatedata%2Frbccm%2Fdeals%2Fdata%2F2024%2F11%2Fadvent_international_acquired_nuvei_corp,No match
https://www.rbccm.com/en/expertise/us-municipal-finance.page,US Municipal Finance,expertise/,Service page,US Municipal Finance,3,https://www.rbccm.com/expertise/us-municipal-finance.page,Match: 2
https://www.rbccm.com/en/expertise/us-municipal-finance/community-investments.page,RBC Community Investments,expertise/,Service page,RBC Community Investments,4,https://www.rbccm.com/expertise/us-municipal-finance/community-investments.page,No match
https://www.rbccm.com/en/gib/biopharma,Pathfinders in Biopharma podcast,gib/,Podcast page,Pathfinders in Biopharma,3,https://www.rbccm.com/gib/biopharma,No match
https://www.rbccm.com/en/gib/biopharma.page,Pathfinders in Biopharma Podcast,gib/,Podcast page,Pathfinders in Biopharma,3,https://www.rbccm.com/gib/biopharma.page,No match
https://www.rbccm.com/en/gib/biopharma/ep1-transcript.page,Biopharma IPOs: New Steps to Success on the Road to Going Public Podcast Transcript,gib/,Transcript page,Transcript,4,https://www.rbccm.com/gib/biopharma/ep1-transcript.page,No match
https://www.rbccm.com/en/gib/biopharma/ep10-transcript.page,A Call to Action: Global Blood Therapeutics on Tackling Orphan Disease - Podcast Transcript,gib/,Transcript page,Transcript,4,https://www.rbccm.com/gib/biopharma/ep10-transcript.page,No match
